Index,X,Y,Z,Target_X,Target_Y,Target_Z
255,0.129476,-0.000279589,0.00042275,0.127173,-0.000283446,0.00046038
256,0.129307,-0.000280137,0.000424639,0.127173,-0.000283446,0.00046038
257,0.129139,-0.000280681,0.000426527,0.127173,-0.000283446,0.00046038
258,0.128971,-0.00028122,0.000428412,0.127173,-0.000283446,0.00046038
259,0.128803,-0.000281755,0.000430296,0.127173,-0.000283446,0.00046038
260,0.128635,-0.000282285,0.000432177,0.127173,-0.000283446,0.00046038
261,0.128467,-0.000282811,0.000434057,0.127173,-0.000283446,0.00046038
262,0.128394,-0.000283089,0.000435025,0.127173,-0.000283446,0.00046038
263,0.128321,-0.000283363,0.000435992,0.127173,-0.000283446,0.00046038
264,0.128247,-0.000283634,0.000436957,0.127173,-0.000283446,0.00046038
265,0.128174,-0.000283902,0.000437922,0.127173,-0.000283446,0.00046038
266,0.128101,-0.000284166,0.000438885,0.127173,-0.000283446,0.00046038
267,0.128028,-0.000284427,0.000439847,0.127173,-0.000283446,0.00046038
268,0.127954,-0.000284685,0.000440808,0.127173,-0.000283446,0.00046038
269,0.127881,-0.00028494,0.000441768,0.127173,-0.000283446,0.00046038
270,0.127808,-0.000285192,0.000442727,0.127173,-0.000283446,0.00046038
271,0.127735,-0.00028544,0.000443685,0.127173,-0.000283446,0.00046038
272,0.127703,-0.000285564,0.000444164,0.127173,-0.000283446,0.00046038
273,0.127671,-0.000285686,0.000444642,0.127173,-0.000283446,0.00046038
274,0.127639,-0.000285805,0.00044512,0.127173,-0.000283446,0.00046038
275,0.127607,-0.000285921,0.000445597,0.127173,-0.000283446,0.00046038
276,0.127575,-0.000286035,0.000446074,0.127173,-0.000283446,0.00046038
277,0.127543,-0.000286146,0.00044655,0.127173,-0.000283446,0.00046038
278,0.127511,-0.000286255,0.000447025,0.127173,-0.000283446,0.00046038
279,0.127479,-0.000286361,0.0004475,0.127173,-0.000283446,0.00046038
280,0.127447,-0.000286465,0.000447974,0.127173,-0.000283446,0.00046038
281,0.127415,-0.000286567,0.000448448,0.127173,-0.000283446,0.00046038
282,0.127401,-0.000286613,0.00044868,0.127173,-0.000283446,0.00046038
283,0.127388,-0.000286657,0.000448911,0.127173,-0.000283446,0.00046038
284,0.127374,-0.000286698,0.000449143,0.127173,-0.000283446,0.00046038
285,0.12736,-0.000286738,0.000449374,0.127173,-0.000283446,0.00046038
286,0.127346,-0.000286776,0.000449605,0.127173,-0.000283446,0.00046038
287,0.127332,-0.000286811,0.000449835,0.127173,-0.000283446,0.00046038
288,0.127318,-0.000286844,0.000450065,0.127173,-0.000283446,0.00046038
289,0.127304,-0.000286876,0.000450295,0.127173,-0.000283446,0.00046038
290,0.12729,-0.000286905,0.000450525,0.127173,-0.000283446,0.00046038
291,0.127276,-0.000286932,0.000450754,0.127173,-0.000283446,0.00046038
292,0.12727,-0.00028694,0.000450864,0.127173,-0.000283446,0.00046038
293,0.127264,-0.000286947,0.000450975,0.127173,-0.000283446,0.00046038
294,0.127258,-0.000286951,0.000451085,0.127173,-0.000283446,0.00046038
295,0.127252,-0.000286953,0.000451195,0.127173,-0.000283446,0.00046038
296,0.127246,-0.000286954,0.000451305,0.127173,-0.000283446,0.00046038
297,0.12724,-0.000286953,0.000451414,0.127173,-0.000283446,0.00046038
298,0.127234,-0.00028695,0.000451524,0.127173,-0.000283446,0.00046038
299,0.127228,-0.000286945,0.000451633,0.127173,-0.000283446,0.00046038
300,0.127222,-0.000286938,0.000451742,0.052501,-0.00017537,0.000323824
301,0.127216,-0.00028693,0.000451851,0.052501,-0.00017537,0.000323824
302,0.123482,-0.000279225,0.000440714,0.052501,-0.00017537,0.000323824
