Index,X,Y,Z,Target_X,Target_Y,Target_Z
339,-0.221809,-0.0248247,0.599587,-0.21436,-0.0248534,0.59964
340,-0.221753,-0.0248249,0.599588,-0.21436,-0.0248534,0.59964
341,-0.221697,-0.024825,0.599588,-0.21436,-0.0248534,0.59964
342,-0.221642,-0.0248252,0.599588,-0.21436,-0.0248534,0.59964
343,-0.221587,-0.0248253,0.599589,-0.21436,-0.0248534,0.59964
344,-0.221532,-0.0248255,0.599589,-0.21436,-0.0248534,0.59964
345,-0.221477,-0.0248256,0.599589,-0.21436,-0.0248534,0.59964
346,-0.221422,-0.0248258,0.59959,-0.21436,-0.0248534,0.59964
347,-0.221367,-0.0248259,0.59959,-0.21436,-0.0248534,0.59964
348,-0.221313,-0.0248261,0.59959,-0.21436,-0.0248534,0.59964
349,-0.221259,-0.0248262,0.59959,-0.21436,-0.0248534,0.59964
350,-0.221205,-0.0248263,0.599591,-0.21436,-0.0248534,0.59964
351,-0.221151,-0.0248265,0.599591,-0.21436,-0.0248534,0.59964
352,-0.221097,-0.0248266,0.599591,-0.21436,-0.0248534,0.59964
353,-0.221043,-0.0248268,0.599592,-0.21436,-0.0248534,0.59964
354,-0.22099,-0.0248269,0.599592,-0.21436,-0.0248534,0.59964
355,-0.220936,-0.0248271,0.599592,-0.21436,-0.0248534,0.59964
356,-0.220883,-0.0248272,0.599593,-0.21436,-0.0248534,0.59964
357,-0.220829,-0.0248274,0.599593,-0.21436,-0.0248534,0.59964
358,-0.220776,-0.0248275,0.599593,-0.21436,-0.0248534,0.59964
359,-0.220723,-0.0248277,0.599594,-0.21436,-0.0248534,0.59964
360,-0.22067,-0.0248278,0.599594,-0.21436,-0.0248534,0.59964
361,-0.220616,-0.024828,0.599594,-0.21436,-0.0248534,0.59964
362,-0.220563,-0.0248281,0.599594,-0.21436,-0.0248534,0.59964
363,-0.22051,-0.0248283,0.599595,-0.21436,-0.0248534,0.59964
